ID do NOX;Latitude;Longitude
14001310;-22,456923;-44,409161
14001312;-23,429479;-46,412445
14001315;-22,457113;-44,411476
14001316;-23,227475;-45,909402
14001317;-22,457141;-44,412369
14001318;-22,456841;-44,408579
14001320;-22,538208;-44,193724
14001323;-23,406996;-46,336594
14001326;-23,224753;-45,906355
14001330;-23,404759;-46,332340
14001332;-22,488998;-44,554353
14001333;-22,529400;-44,745155
14001334;-22,489207;-44,555608
14001336;-23,406903;-46,336404
14001341;-22,529239;-44,744561
14001350;-22,454158;-44,302663
14001355;-23,059285;-45,619766
14001356;-22,528869;-44,743557
14001358;-22,456860;-44,408288
14001360;-22,489290;-44,555780
14001364;-23,402723;-46,327574
14001365;-22,529480;-44,746020
14001376;-22,529344;-44,744788
14001377;-22,489058;-44,554796
14001378;-22,492223;-44,563834
14001380;-22,667302;-43,842582
14001398;-23,458856;-46,483186
14001403;-22,489385;-44,555913
14001412;-23,402098;-46,330765
14001442;-22,780552;-45,147407
14001450;-22,822271;-45,192673
14001456;-23,233999;-45,914600
14001468;-23,402250;-46,330428
14001476;-22,750182;-45,105567
14001480;-22,529395;-44,746386
14001481;-23,227375;-45,909172
14001486;-23,364324;-46,224747
14001488;-23,059180;-45,619521
14001489;-23,404749;-46,330540
14001495;-23,442505;-46,441450
14001500;-22,529076;-44,744204
14001502;-22,692795;-43,782470
14001503;-22,891908;-45,291477
14001504;-23,442233;-46,441382
14001506;-23,429055;-46,411307
14001508;-23,401790;-46,311938
14001510;-23,060356;-45,621471
14001511;-22,692250;-43,783530
14001513;-23,441948;-46,441502
14001515;-23,060706;-45,622681
14001521;-23,404256;-46,329734
14001522;-23,407876;-46,338057
14001526;-23,408294;-46,338760
14001530;-23,060056;-45,620970
14001538;-23,442025;-46,441739
14001541;-23,408424;-46,339159
14001546;-23,429243;-46,411738
14001549;-23,409840;-46,343337
14001550;-23,408335;-46,338528
14001552;-23,442117;-46,442033
14001555;-23,408220;-46,338408
14001558;-23,059910;-45,620668
14001560;-23,060050;-45,620974
14001562;-22,750027;-45,105610
14001569;-23,409717;-46,342972
14001570;-23,429129;-46,411514
14001573;-22,750154;-45,105575
14001576;-23,401839;-46,312192
14001582;-22,666576;-43,850246
14001591;-23,401425;-46,311223
14001593;-23,407739;-46,337806
14001597;-23,390596;-46,279222
14001599;-23,402211;-46,330142
14001600;-23,364313;-46,224758
14001602;-23,402166;-46,329483
14001604;-22,667118;-43,841553
14001605;-22,665352;-43,878857
14001606;-23,060409;-45,622037
14001612;-23,401834;-46,312209
14001614;-23,059433;-45,619990
