KM;LAT;LONG;;;;;KM;LAT;LONG
189,02;-23,363771;-46,223701;;;;;;;
189,03;-23,363816;-46,223786;;;;;;;
189,04;-23,363861;-46,223871;;;;;;;
189,05;-23,363906;-46,223957;;;;;;;
189,06;-23,36395;-46,224043;;;;;;;
189,07;-23,363993;-46,224129;;;;;;;
189,08;-23,364036;-46,224215;;;;;;;
189,09;-23,364079;-46,224301;;;;;;;
189,1;-23,364122;-46,224388;;;;;;;
189,11;-23,364163;-46,224476;;;;;;;
189,12;-23,364204;-46,224563;;;;;;;
189,13;-23,364245;-46,224651;;;;;;;
189,14;-23,364284;-46,224739;;;;;;;
189,15;-23,364325;-46,224826;;;;;;;
189,16;-23,364365;-46,224914;;;;;;;
189,17;-23,364405;-46,225002;;;;;;;
189,18;-23,364444;-46,225089;;;;;;;
189,19;-23,364484;-46,225178;;;;;;;
189,2;-23,364523;-46,225266;;;;;;;
189,21;-23,364563;-46,225354;;;;;;;
189,22;-23,364601;-46,225443;;;;;;;
189,23;-23,364639;-46,225531;;;;;;;
189,24;-23,364678;-46,225619;;;;;;;
189,25;-23,364717;-46,225707;;;;;;;
189,26;-23,364756;-46,225796;;;;;;;
189,27;-23,364795;-46,225884;;;;;;;
189,28;-23,364835;-46,225971;;;;;;;
189,29;-23,364875;-46,226059;;;;;;;
189,3;-23,364915;-46,226147;;;;;;;
189,31;-23,364954;-46,226236;;;;;;;
189,32;-23,364993;-46,226324;;;;;;;
189,33;-23,365032;-46,226412;;;;;;;
189,34;-23,365071;-46,2265;;;;;;;
189,35;-23,36511;-46,226589;;;;;;;
189,36;-23,365149;-46,226677;;;;;;;
189,37;-23,365188;-46,226765;;;;;;;
189,38;-23,365227;-46,226853;;;;;;;
189,39;-23,365267;-46,226941;;;;;;;
189,4;-23,365306;-46,22703;;;;;;;
189,41;-23,365344;-46,227118;;;;;;;
189,42;-23,365379;-46,227208;;;;;;;
189,43;-23,365417;-46,227297;;;;;;;
189,44;-23,365459;-46,227384;;;;;;;
189,45;-23,365497;-46,227473;;;;;;;
189,46;-23,365535;-46,227562;;;;;;;
189,47;-23,365573;-46,22765;;;;;;;
189,48;-23,365612;-46,227739;;;;;;;
189,49;-23,36565;-46,227827;;;;;;;
189,5;-23,365688;-46,227915;;;;;;;
189,51;-23,365727;-46,228004;;;;;;;
189,52;-23,365766;-46,228092;;;;;;;
189,53;-23,365804;-46,228181;;;;;;;
189,54;-23,365843;-46,228269;;;;;;;
189,55;-23,365882;-46,228357;;;;;;;
189,56;-23,365921;-46,228446;;;;;;;
189,57;-23,36596;-46,228534;;;;;;;
189,58;-23,365998;-46,228622;;;;;;;
189,59;-23,366037;-46,228711;;;;;;;
189,6;-23,366076;-46,228799;;;;;;;
189,61;-23,366115;-46,228888;;;;;;;
189,62;-23,366154;-46,228976;;;;;;;
189,63;-23,366193;-46,229064;;;;;;;
189,64;-23,366232;-46,229153;;;;;;;
189,65;-23,366271;-46,229241;;;;;;;
189,66;-23,366309;-46,229329;;;;;;;
189,67;-23,366347;-46,229418;;;;;;;
189,68;-23,366386;-46,229506;;;;;;;
189,69;-23,366425;-46,229594;;;;;;;
189,7;-23,366464;-46,229683;;;;;;;
189,71;-23,366502;-46,229771;;;;;;;
189,72;-23,366541;-46,22986;;;;;;;
189,73;-23,36658;-46,229948;;;;;;;
189,74;-23,366618;-46,230036;;;;;;;
189,75;-23,366656;-46,230125;;;;;;;
189,76;-23,366695;-46,230214;;;;;;;
189,77;-23,366734;-46,230302;;;;;;;
189,78;-23,366773;-46,230391;;;;;;;
189,79;-23,366811;-46,230479;;;;;;;
189,8;-23,36685;-46,230567;;;;;;;
189,81;-23,366889;-46,230655;;;;;;;
189,82;-23,366927;-46,230744;;;;;;;
189,83;-23,366964;-46,230833;;;;;;;
189,84;-23,367003;-46,230921;;;;;;;
189,85;-23,367042;-46,231009;;;;;;;
189,86;-23,367082;-46,231097;;;;;;;
189,87;-23,367121;-46,231185;;;;;;;
189,88;-23,367161;-46,231273;;;;;;;
189,89;-23,367201;-46,231361;;;;;;;
189,9;-23,36724;-46,23145;;;;;;;
189,91;-23,367279;-46,231538;;;;;;;
189,92;-23,367318;-46,231626;;;;;;;
189,93;-23,367357;-46,231714;;;;;;;
189,94;-23,367396;-46,231802;;;;;;;
189,95;-23,367435;-46,23189;;;;;;;
189,96;-23,367475;-46,231978;;;;;;;
189,97;-23,367514;-46,232067;;;;;;;
189,98;-23,367554;-46,232155;;;;;;;
189,99;-23,367593;-46,232243;;;;;;;
190;-23,367632;-46,232331;;;;;;;
190,01;-23,36767;-46,23242;;;;;;;
190,02;-23,367708;-46,232508;;;;;;;
190,03;-23,367746;-46,232597;;;;;;;
190,04;-23,367784;-46,232687;;;;;;;
190,05;-23,367822;-46,232775;;;;;;;
190,06;-23,36786;-46,232863;;;;;;;
190,07;-23,367899;-46,232952;;;;;;;
190,08;-23,367937;-46,23304;;;;;;;
190,09;-23,367977;-46,233128;;;;;;;
190,1;-23,368015;-46,233217;;;;;;;
190,11;-23,368053;-46,233306;;;;;;;
190,12;-23,368092;-46,233394;;;;;;;
190,13;-23,368133;-46,233482;;;;;;;
190,14;-23,368172;-46,233569;;;;;;;
190,15;-23,368212;-46,233657;;;;;;;
190,16;-23,368251;-46,233746;;;;;;;
190,17;-23,36829;-46,233834;;;;;;;
190,18;-23,368328;-46,233923;;;;;;;
190,19;-23,368367;-46,234011;;;;;;;
190,2;-23,368405;-46,2341;;;;;;;
190,21;-23,368443;-46,234188;;;;;;;
190,22;-23,368482;-46,234277;;;;;;;
190,23;-23,368521;-46,234365;;;;;;;
190,24;-23,36856;-46,234453;;;;;;;
190,25;-23,368599;-46,234541;;;;;;;
190,26;-23,368638;-46,23463;;;;;;;
190,27;-23,368677;-46,234718;;;;;;;
190,28;-23,368716;-46,234806;;;;;;;
190,29;-23,368755;-46,234895;;;;;;;
190,3;-23,368794;-46,234983;;;;;;;
190,31;-23,368833;-46,235071;;;;;;;
190,32;-23,36887;-46,23516;;;;;;;
190,33;-23,368906;-46,23525;;;;;;;
190,34;-23,368941;-46,23534;;;;;;;
190,35;-23,368972;-46,235431;;;;;;;
190,36;-23,369001;-46,235523;;;;;;;
190,37;-23,369029;-46,235615;;;;;;;
190,38;-23,369056;-46,235708;;;;;;;
190,39;-23,369083;-46,235801;;;;;;;
190,4;-23,369109;-46,235893;;;;;;;
190,41;-23,369133;-46,235987;;;;;;;
190,42;-23,369156;-46,236081;;;;;;;
190,43;-23,369178;-46,236174;;;;;;;
190,44;-23,369198;-46,236269;;;;;;;
190,45;-23,369218;-46,236363;;;;;;;
190,46;-23,369235;-46,236458;;;;;;;
190,47;-23,369252;-46,236553;;;;;;;
190,48;-23,369267;-46,236648;;;;;;;
190,49;-23,369279;-46,236744;;;;;;;
190,5;-23,36929;-46,23684;;;;;;;
190,51;-23,3693;-46,236936;;;;;;;
190,52;-23,369307;-46,237032;;;;;;;
190,53;-23,369315;-46,237129;;;;;;;
190,54;-23,369322;-46,237225;;;;;;;
190,55;-23,369328;-46,237321;;;;;;;
190,56;-23,369334;-46,237417;;;;;;;
190,57;-23,369338;-46,237514;;;;;;;
190,58;-23,369345;-46,23761;;;;;;;
190,59;-23,369352;-46,237706;;;;;;;
190,6;-23,369358;-46,237803;;;;;;;
190,61;-23,369365;-46,237899;;;;;;;
190,62;-23,369371;-46,237995;;;;;;;
190,63;-23,369377;-46,238091;;;;;;;
190,64;-23,369382;-46,238188;;;;;;;
190,65;-23,369387;-46,238284;;;;;;;
190,66;-23,369393;-46,238381;;;;;;;
190,67;-23,3694;-46,238477;;;;;;;
190,68;-23,369407;-46,238573;;;;;;;
190,69;-23,369414;-46,238669;;;;;;;
190,7;-23,369423;-46,238765;;;;;;;
190,71;-23,369432;-46,238861;;;;;;;
190,72;-23,369442;-46,238957;;;;;;;
190,73;-23,369455;-46,239053;;;;;;;
190,74;-23,369469;-46,239148;;;;;;;
190,75;-23,369487;-46,239243;;;;;;;
190,76;-23,369506;-46,239338;;;;;;;
190,77;-23,369526;-46,239433;;;;;;;
190,78;-23,369547;-46,239527;;;;;;;
190,79;-23,369568;-46,239621;;;;;;;
190,8;-23,36959;-46,239715;;;;;;;
190,81;-23,369614;-46,239808;;;;;;;
190,82;-23,369639;-46,239901;;;;;;;
190,83;-23,369668;-46,239993;;;;;;;
190,84;-23,369698;-46,240085;;;;;;;
190,85;-23,369731;-46,240175;;;;;;;
190,86;-23,369763;-46,240267;;;;;;;
190,87;-23,369793;-46,240358;;;;;;;
190,88;-23,369828;-46,240448;;;;;;;
190,89;-23,369864;-46,240538;;;;;;;
190,9;-23,369901;-46,240627;;;;;;;
190,91;-23,369939;-46,240715;;;;;;;
190,92;-23,369979;-46,240803;;;;;;;
190,93;-23,37002;-46,240891;;;;;;;
190,94;-23,370062;-46,240977;;;;;;;
190,95;-23,370106;-46,241063;;;;;;;
190,96;-23,370151;-46,241149;;;;;;;
190,97;-23,370195;-46,241234;;;;;;;
190,98;-23,370239;-46,24132;;;;;;;
190,99;-23,370289;-46,241403;;;;;;;
191;-23,370339;-46,241486;;;;;;;
191,01;-23,370391;-46,241567;;;;;;;
191,02;-23,370443;-46,241648;;;;;;;
191,03;-23,370498;-46,241728;;;;;;;
191,04;-23,370553;-46,241807;;;;;;;
191,05;-23,370609;-46,241886;;;;;;;
191,06;-23,370667;-46,241962;;;;;;;
191,07;-23,370727;-46,242038;;;;;;;
191,08;-23,370788;-46,242113;;;;;;;
191,09;-23,37085;-46,242187;;;;;;;
191,1;-23,370913;-46,24226;;;;;;;
191,11;-23,370978;-46,242332;;;;;;;
191,12;-23,371043;-46,242403;;;;;;;
191,13;-23,37111;-46,242472;;;;;;;
191,14;-23,371177;-46,242541;;;;;;;
191,15;-23,371247;-46,242608;;;;;;;
191,16;-23,371318;-46,242674;;;;;;;
191,17;-23,371388;-46,24274;;;;;;;
191,18;-23,37146;-46,242803;;;;;;;
191,19;-23,371534;-46,242865;;;;;;;
191,2;-23,371609;-46,242927;;;;;;;
191,21;-23,371683;-46,242989;;;;;;;
191,22;-23,371757;-46,24305;;;;;;;
191,23;-23,371832;-46,243111;;;;;;;
191,24;-23,371906;-46,243173;;;;;;;
191,25;-23,371981;-46,243234;;;;;;;
191,26;-23,372056;-46,243295;;;;;;;
191,27;-23,37213;-46,243356;;;;;;;
191,28;-23,372205;-46,243418;;;;;;;
191,29;-23,372279;-46,243479;;;;;;;
191,3;-23,372353;-46,243541;;;;;;;
191,31;-23,372426;-46,243603;;;;;;;
191,32;-23,3725;-46,243666;;;;;;;
191,33;-23,372574;-46,243728;;;;;;;
191,34;-23,372648;-46,24379;;;;;;;
191,35;-23,372722;-46,243852;;;;;;;
191,36;-23,372797;-46,243913;;;;;;;
191,37;-23,372871;-46,243974;;;;;;;
191,38;-23,372945;-46,244035;;;;;;;
191,39;-23,37302;-46,244097;;;;;;;
191,4;-23,373094;-46,24416;;;;;;;
191,41;-23,373168;-46,244221;;;;;;;
191,42;-23,373243;-46,244282;;;;;;;
191,43;-23,373318;-46,244343;;;;;;;
191,44;-23,373392;-46,244404;;;;;;;
191,45;-23,373467;-46,244465;;;;;;;
191,46;-23,373542;-46,244527;;;;;;;
191,47;-23,373616;-46,244588;;;;;;;
191,48;-23,37369;-46,244649;;;;;;;
191,49;-23,373765;-46,24471;;;;;;;
191,5;-23,373839;-46,244772;;;;;;;
191,51;-23,373913;-46,244834;;;;;;;
191,52;-23,373987;-46,244896;;;;;;;
191,53;-23,374062;-46,244958;;;;;;;
191,54;-23,374136;-46,245019;;;;;;;
191,55;-23,37421;-46,245081;;;;;;;
191,56;-23,374284;-46,245142;;;;;;;
191,57;-23,374359;-46,245203;;;;;;;
191,58;-23,374434;-46,245265;;;;;;;
191,59;-23,374508;-46,245326;;;;;;;
191,6;-23,374583;-46,245387;;;;;;;
191,61;-23,374657;-46,245448;;;;;;;
191,62;-23,37473;-46,245511;;;;;;;
191,63;-23,374803;-46,245575;;;;;;;
191,64;-23,374875;-46,245639;;;;;;;
191,65;-23,374945;-46,245705;;;;;;;
191,66;-23,375014;-46,245772;;;;;;;
191,67;-23,375083;-46,24584;;;;;;;
191,68;-23,37515;-46,24591;;;;;;;
191,69;-23,375216;-46,24598;;;;;;;
191,7;-23,375282;-46,24605;;;;;;;
191,71;-23,375347;-46,246122;;;;;;;
191,72;-23,37541;-46,246194;;;;;;;
191,73;-23,375473;-46,246268;;;;;;;
191,74;-23,375535;-46,246342;;;;;;;
191,75;-23,375595;-46,246417;;;;;;;
191,76;-23,375653;-46,246494;;;;;;;
191,77;-23,375711;-46,246571;;;;;;;
191,78;-23,375766;-46,246651;;;;;;;
191,79;-23,375821;-46,24673;;;;;;;
191,8;-23,375873;-46,246812;;;;;;;
191,81;-23,375925;-46,246893;;;;;;;
191,82;-23,375976;-46,246975;;;;;;;
191,83;-23,376026;-46,247058;;;;;;;
191,84;-23,376075;-46,247141;;;;;;;
191,85;-23,376124;-46,247224;;;;;;;
191,86;-23,376171;-46,247308;;;;;;;
191,87;-23,376217;-46,247393;;;;;;;
191,88;-23,376261;-46,247478;;;;;;;
191,89;-23,376304;-46,247565;;;;;;;
191,9;-23,376345;-46,247652;;;;;;;
191,91;-23,376384;-46,24774;;;;;;;
191,92;-23,376422;-46,247829;;;;;;;
191,93;-23,376458;-46,247918;;;;;;;
191,94;-23,376494;-46,248008;;;;;;;
191,95;-23,376528;-46,248098;;;;;;;
191,96;-23,376561;-46,248189;;;;;;;
191,97;-23,376592;-46,24828;;;;;;;
191,98;-23,376622;-46,248372;;;;;;;
191,99;-23,376651;-46,248464;;;;;;;
192;-23,376678;-46,248557;;;;;;;
192,01;-23,376703;-46,24865;;;;;;;
192,02;-23,376726;-46,248744;;;;;;;
192,03;-23,376749;-46,248838;;;;;;;
192,04;-23,376769;-46,248932;;;;;;;
192,05;-23,376791;-46,249026;;;;;;;
192,06;-23,376813;-46,24912;;;;;;;
192,07;-23,376833;-46,249214;;;;;;;
192,08;-23,376851;-46,249309;;;;;;;
192,09;-23,376868;-46,249404;;;;;;;
192,1;-23,376885;-46,249499;;;;;;;
192,11;-23,376902;-46,249594;;;;;;;
192,12;-23,376916;-46,24969;;;;;;;
192,13;-23,376932;-46,249785;;;;;;;
192,14;-23,376949;-46,24988;;;;;;;
192,15;-23,376966;-46,249975;;;;;;;
192,16;-23,376984;-46,250069;;;;;;;
192,17;-23,377;-46,250164;;;;;;;
192,18;-23,377015;-46,25026;;;;;;;
192,19;-23,377032;-46,250355;;;;;;;
192,2;-23,377048;-46,25045;;;;;;;
192,21;-23,377064;-46,250545;;;;;;;
192,22;-23,377081;-46,25064;;;;;;;
192,23;-23,377102;-46,250734;;;;;;;
192,24;-23,377121;-46,250829;;;;;;;
192,25;-23,377139;-46,250924;;;;;;;
192,26;-23,377152;-46,25102;;;;;;;
192,27;-23,377163;-46,251116;;;;;;;
192,28;-23,377179;-46,25121;;;;;;;
192,29;-23,377197;-46,251305;;;;;;;
192,3;-23,377215;-46,2514;;;;;;;
192,31;-23,377232;-46,251495;;;;;;;
192,32;-23,37725;-46,25159;;;;;;;
192,33;-23,377267;-46,251685;;;;;;;
192,34;-23,377284;-46,251779;;;;;;;
192,35;-23,377302;-46,251874;;;;;;;
192,36;-23,377319;-46,25197;;;;;;;
192,37;-23,377338;-46,252064;;;;;;;
192,38;-23,377356;-46,252159;;;;;;;
192,39;-23,377373;-46,252254;;;;;;;
192,4;-23,37739;-46,252349;;;;;;;
192,41;-23,377407;-46,252444;;;;;;;
192,42;-23,377424;-46,252539;;;;;;;
192,43;-23,37744;-46,252634;;;;;;;
192,44;-23,377457;-46,252729;;;;;;;
192,45;-23,377474;-46,252824;;;;;;;
192,46;-23,377491;-46,252919;;;;;;;
192,47;-23,377508;-46,253014;;;;;;;
192,48;-23,377526;-46,253109;;;;;;;
192,49;-23,377544;-46,253204;;;;;;;
192,5;-23,377562;-46,253299;;;;;;;
192,51;-23,377582;-46,253393;;;;;;;
192,52;-23,377602;-46,253488;;;;;;;
192,53;-23,377623;-46,253581;;;;;;;
192,54;-23,377647;-46,253675;;;;;;;
192,55;-23,377672;-46,253768;;;;;;;
192,56;-23,377698;-46,253861;;;;;;;
192,57;-23,377725;-46,253953;;;;;;;
192,58;-23,377755;-46,254045;;;;;;;
192,59;-23,377785;-46,254137;;;;;;;
192,6;-23,377817;-46,254228;;;;;;;
192,61;-23,377851;-46,254319;;;;;;;
192,62;-23,377885;-46,254408;;;;;;;
192,63;-23,377921;-46,254498;;;;;;;
192,64;-23,377957;-46,254587;;;;;;;
192,65;-23,377994;-46,254676;;;;;;;
192,66;-23,378032;-46,254765;;;;;;;
192,67;-23,378071;-46,254853;;;;;;;
192,68;-23,378113;-46,25494;;;;;;;
192,69;-23,378156;-46,255027;;;;;;;
192,7;-23,378201;-46,255112;;;;;;;
192,71;-23,378247;-46,255197;;;;;;;
192,72;-23,378294;-46,255282;;;;;;;
192,73;-23,378341;-46,255366;;;;;;;
192,74;-23,37839;-46,255449;;;;;;;
192,75;-23,378441;-46,255531;;;;;;;
192,76;-23,378493;-46,255613;;;;;;;
192,77;-23,378546;-46,255693;;;;;;;
192,78;-23,378599;-46,255774;;;;;;;
192,79;-23,378652;-46,255854;;;;;;;
192,8;-23,378705;-46,255934;;;;;;;
192,81;-23,378759;-46,256015;;;;;;;
192,82;-23,378812;-46,256096;;;;;;;
192,83;-23,378865;-46,256176;;;;;;;
192,84;-23,378918;-46,256257;;;;;;;
192,85;-23,37897;-46,256338;;;;;;;
192,86;-23,379023;-46,256419;;;;;;;
192,87;-23,379076;-46,256499;;;;;;;
192,88;-23,379129;-46,256579;;;;;;;
192,89;-23,379183;-46,25666;;;;;;;
192,9;-23,379236;-46,256741;;;;;;;
192,91;-23,379289;-46,256821;;;;;;;
192,92;-23,379343;-46,256901;;;;;;;
192,93;-23,379396;-46,256982;;;;;;;
192,94;-23,379449;-46,257062;;;;;;;
192,95;-23,379502;-46,257143;;;;;;;
192,96;-23,379556;-46,257224;;;;;;;
192,97;-23,379609;-46,257304;;;;;;;
192,98;-23,379662;-46,257384;;;;;;;
192,99;-23,379716;-46,257465;;;;;;;
193;-23,37977;-46,257544;;;;;;;
193,01;-23,379825;-46,257624;;;;;;;
193,02;-23,379879;-46,257703;;;;;;;
193,03;-23,379933;-46,257784;;;;;;;
193,04;-23,379985;-46,257864;;;;;;;
193,05;-23,380038;-46,257945;;;;;;;
193,06;-23,380091;-46,258026;;;;;;;
193,07;-23,380143;-46,258107;;;;;;;
193,08;-23,380196;-46,258188;;;;;;;
193,09;-23,380249;-46,258269;;;;;;;
193,1;-23,380302;-46,25835;;;;;;;
193,11;-23,380355;-46,25843;;;;;;;
193,12;-23,380408;-46,25851;;;;;;;
193,13;-23,380461;-46,25859;;;;;;;
193,14;-23,380514;-46,258671;;;;;;;
193,15;-23,380568;-46,258752;;;;;;;
193,16;-23,380621;-46,258832;;;;;;;
193,17;-23,380674;-46,258913;;;;;;;
193,18;-23,380727;-46,258993;;;;;;;
193,19;-23,38078;-46,259074;;;;;;;
193,2;-23,380832;-46,259155;;;;;;;
193,21;-23,380886;-46,259236;;;;;;;
193,22;-23,380939;-46,259316;;;;;;;
193,23;-23,380992;-46,259397;;;;;;;
193,24;-23,381045;-46,259477;;;;;;;
193,25;-23,381099;-46,259557;;;;;;;
193,26;-23,381152;-46,259637;;;;;;;
193,27;-23,381206;-46,259718;;;;;;;
193,28;-23,38126;-46,259798;;;;;;;
193,29;-23,381313;-46,259879;;;;;;;
193,3;-23,381366;-46,259959;;;;;;;
193,31;-23,381419;-46,26004;;;;;;;
193,32;-23,381472;-46,260121;;;;;;;
193,33;-23,381525;-46,260201;;;;;;;
193,34;-23,381579;-46,260282;;;;;;;
193,35;-23,381632;-46,260362;;;;;;;
193,36;-23,381686;-46,260442;;;;;;;
193,37;-23,381739;-46,260522;;;;;;;
193,38;-23,381793;-46,260602;;;;;;;
193,39;-23,381846;-46,260683;;;;;;;
193,4;-23,381899;-46,260763;;;;;;;
193,41;-23,381952;-46,260844;;;;;;;
193,42;-23,382005;-46,260925;;;;;;;
193,43;-23,382057;-46,261006;;;;;;;
193,44;-23,38211;-46,261087;;;;;;;
193,45;-23,382163;-46,261167;;;;;;;
193,46;-23,382215;-46,261248;;;;;;;
193,47;-23,382267;-46,26133;;;;;;;
193,48;-23,382319;-46,261411;;;;;;;
193,49;-23,382371;-46,261492;;;;;;;
193,5;-23,382423;-46,261573;;;;;;;
193,51;-23,382475;-46,261655;;;;;;;
193,52;-23,382526;-46,261737;;;;;;;
193,53;-23,382577;-46,261819;;;;;;;
193,54;-23,382627;-46,261901;;;;;;;
193,55;-23,382676;-46,261984;;;;;;;
193,56;-23,382725;-46,262068;;;;;;;
193,57;-23,382774;-46,262152;;;;;;;
193,58;-23,382821;-46,262235;;;;;;;
193,59;-23,382869;-46,262319;;;;;;;
193,6;-23,382916;-46,262403;;;;;;;
193,61;-23,382963;-46,262487;;;;;;;
193,62;-23,383009;-46,262572;;;;;;;
193,63;-23,383055;-46,262657;;;;;;;
193,64;-23,3831;-46,262742;;;;;;;
193,65;-23,383145;-46,262827;;;;;;;
193,66;-23,383189;-46,262913;;;;;;;
193,67;-23,383233;-46,262999;;;;;;;
193,68;-23,383277;-46,263085;;;;;;;
193,69;-23,38332;-46,263172;;;;;;;
193,7;-23,383363;-46,263258;;;;;;;
193,71;-23,383405;-46,263345;;;;;;;
193,72;-23,383447;-46,263432;;;;;;;
193,73;-23,38349;-46,263518;;;;;;;
193,74;-23,383532;-46,263605;;;;;;;
193,75;-23,383573;-46,263692;;;;;;;
193,76;-23,383615;-46,26378;;;;;;;
193,77;-23,383656;-46,263867;;;;;;;
193,78;-23,383697;-46,263955;;;;;;;
193,79;-23,383737;-46,264042;;;;;;;
193,8;-23,383777;-46,26413;;;;;;;
193,81;-23,383816;-46,264218;;;;;;;
193,82;-23,383855;-46,264306;;;;;;;
193,83;-23,383895;-46,264394;;;;;;;
193,84;-23,383934;-46,264482;;;;;;;
193,85;-23,383973;-46,26457;;;;;;;
193,86;-23,384012;-46,264659;;;;;;;
193,87;-23,384051;-46,264747;;;;;;;
193,88;-23,38409;-46,264835;;;;;;;
193,89;-23,384129;-46,264924;;;;;;;
193,9;-23,384168;-46,265012;;;;;;;
193,91;-23,384207;-46,2651;;;;;;;
193,92;-23,384246;-46,265189;;;;;;;
193,93;-23,384286;-46,265276;;;;;;;
193,94;-23,384325;-46,265364;;;;;;;
193,95;-23,384365;-46,265452;;;;;;;
193,96;-23,384404;-46,265541;;;;;;;
193,97;-23,384444;-46,265629;;;;;;;
193,98;-23,384479;-46,265719;;;;;;;
193,99;-23,384514;-46,265809;;;;;;;
194;-23,38455;-46,265898;;;;;;;
194,01;-23,384588;-46,265987;;;;;;;
194,02;-23,384627;-46,266075;;;;;;;
194,03;-23,384667;-46,266163;;;;;;;
194,04;-23,384705;-46,266251;;;;;;;
194,05;-23,384743;-46,26634;;;;;;;
194,06;-23,384782;-46,266429;;;;;;;
194,07;-23,384821;-46,266517;;;;;;;
194,08;-23,384859;-46,266605;;;;;;;
194,09;-23,384897;-46,266694;;;;;;;
194,1;-23,384936;-46,266782;;;;;;;
194,11;-23,384975;-46,26687;;;;;;;
194,12;-23,385014;-46,266959;;;;;;;
194,13;-23,385052;-46,267047;;;;;;;
194,14;-23,38509;-46,267136;;;;;;;
194,15;-23,385127;-46,267225;;;;;;;
194,16;-23,385165;-46,267314;;;;;;;
194,17;-23,385204;-46,267403;;;;;;;
194,18;-23,385242;-46,267491;;;;;;;
194,19;-23,38528;-46,26758;;;;;;;
194,2;-23,385319;-46,267668;;;;;;;
194,21;-23,385358;-46,267756;;;;;;;
194,22;-23,385397;-46,267844;;;;;;;
194,23;-23,385436;-46,267932;;;;;;;
194,24;-23,385475;-46,268021;;;;;;;
194,25;-23,385514;-46,26811;;;;;;;
194,26;-23,385552;-46,268198;;;;;;;
194,27;-23,38559;-46,268286;;;;;;;
194,28;-23,385629;-46,268375;;;;;;;
194,29;-23,385667;-46,268463;;;;;;;
194,3;-23,385706;-46,268552;;;;;;;
194,31;-23,385744;-46,268641;;;;;;;
194,32;-23,385781;-46,268729;;;;;;;
194,33;-23,385819;-46,268818;;;;;;;
194,34;-23,385857;-46,268907;;;;;;;
194,35;-23,385896;-46,268995;;;;;;;
194,36;-23,385934;-46,269084;;;;;;;
194,37;-23,385972;-46,269172;;;;;;;
194,38;-23,386011;-46,269261;;;;;;;
194,39;-23,386049;-46,26935;;;;;;;
194,4;-23,386088;-46,269438;;;;;;;
194,41;-23,386126;-46,269526;;;;;;;
194,42;-23,386165;-46,269614;;;;;;;
194,43;-23,386205;-46,269703;;;;;;;
194,44;-23,386245;-46,269791;;;;;;;
194,45;-23,386284;-46,269879;;;;;;;
194,46;-23,386323;-46,269967;;;;;;;
194,47;-23,386363;-46,270055;;;;;;;
194,48;-23,386402;-46,270143;;;;;;;
194,49;-23,386441;-46,270231;;;;;;;
194,5;-23,38648;-46,27032;;;;;;;
194,51;-23,386519;-46,270408;;;;;;;
194,52;-23,386557;-46,270496;;;;;;;
194,53;-23,386595;-46,270585;;;;;;;
194,54;-23,386633;-46,270673;;;;;;;
194,55;-23,386672;-46,270762;;;;;;;
194,56;-23,38671;-46,27085;;;;;;;
194,57;-23,386749;-46,270939;;;;;;;
194,58;-23,386788;-46,271027;;;;;;;
194,59;-23,386827;-46,271116;;;;;;;
194,6;-23,386865;-46,271204;;;;;;;
194,61;-23,386904;-46,271293;;;;;;;
194,62;-23,386942;-46,271381;;;;;;;
194,63;-23,386981;-46,27147;;;;;;;
194,64;-23,38702;-46,271558;;;;;;;
194,65;-23,38706;-46,271646;;;;;;;
194,66;-23,387099;-46,271734;;;;;;;
194,67;-23,387137;-46,271822;;;;;;;
194,68;-23,387176;-46,271911;;;;;;;
194,69;-23,387214;-46,272;;;;;;;
194,7;-23,387251;-46,272089;;;;;;;
194,71;-23,38729;-46,272178;;;;;;;
194,72;-23,387328;-46,272266;;;;;;;
194,73;-23,387367;-46,272354;;;;;;;
194,74;-23,387406;-46,272443;;;;;;;
194,75;-23,387445;-46,272531;;;;;;;
194,76;-23,387484;-46,272619;;;;;;;
194,77;-23,387522;-46,272707;;;;;;;
194,78;-23,38756;-46,272796;;;;;;;
194,79;-23,387598;-46,272885;;;;;;;
194,8;-23,387637;-46,272973;;;;;;;
194,81;-23,387676;-46,273062;;;;;;;
194,82;-23,387715;-46,27315;;;;;;;
194,83;-23,387753;-46,273238;;;;;;;
194,84;-23,387792;-46,273327;;;;;;;
194,85;-23,38783;-46,273415;;;;;;;
194,86;-23,387869;-46,273503;;;;;;;
194,87;-23,387908;-46,273592;;;;;;;
194,88;-23,387947;-46,27368;;;;;;;
194,89;-23,387986;-46,273768;;;;;;;
194,9;-23,388025;-46,273856;;;;;;;
194,91;-23,388064;-46,273945;;;;;;;
194,92;-23,388103;-46,274033;;;;;;;
194,93;-23,388142;-46,274122;;;;;;;
194,94;-23,38818;-46,27421;;;;;;;
194,95;-23,388218;-46,274299;;;;;;;
194,96;-23,388257;-46,274388;;;;;;;
194,97;-23,388295;-46,274476;;;;;;;
194,98;-23,388333;-46,274564;;;;;;;
194,99;-23,388371;-46,274653;;;;;;;
195;-23,38841;-46,274742;;;;;;;
195,01;-23,388448;-46,27483;;;;;;;
195,02;-23,388487;-46,274918;;;;;;;
195,03;-23,388527;-46,275006;;;;;;;
195,04;-23,388566;-46,275094;;;;;;;
195,05;-23,388605;-46,275183;;;;;;;
195,06;-23,388644;-46,275271;;;;;;;
195,07;-23,388684;-46,275359;;;;;;;
195,08;-23,388722;-46,275448;;;;;;;
195,09;-23,388761;-46,275536;;;;;;;
